Player,Age,Position,CM,KG,Start,Sub,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
Inigo Lopez ,41,  D,184,81,21,2,1907,0,0,8,0,0.7,77.1,3.6,0,6.76,Granada,2012/2013
Youssef El Arabi ,37,  AM,183,84,23,8,1999,8,1,4,0,1.8,65.9,2.6,1,6.71,Granada,2012/2013
Pape Malickou Diakhate ,39,  D,184,78,17,1,1496,0,0,6,0,0.2,74.1,1.3,0,6.64,Granada,2012/2013
Iriney ,42,  DMC,179,70,21,4,1788,0,0,5,1,0.3,82.9,1.1,0,6.63,Granada,2012/2013
Odion Ighalo ,34,  AM,185,80,19,9,1778,4,2,4,0,1.8,71.2,1,0,6.62,Granada,2012/2013
Borja Gomez ,35,  D,185,81,12,0,1050,0,0,3,1,0.3,71,1.9,0,6.59,Granada,2012/2013
Gabriel Torje ,34,  AM,168,65,28,6,2215,3,0,6,0,1.3,64.9,0.5,1,6.57,Granada,2012/2013
Fabian Orellana ,38,  AM,170,64,12,5,1066,0,1,2,0,1.2,74.6,0.6,0,6.51,Granada,2012/2013
Antonio Floro Flores ,40,  AM,181,68,5,5,503,1,0,4,0,2.6,61.9,3.1,1,6.51,Granada,2012/2013
Diego Buonanotte ,35,  AM,161,57,4,11,587,1,1,3,0,1.1,75.3,0,0,6.43,Granada,2012/2013
Brayan Angulo ,34,  D,174,71,4,11,569,1,0,1,0,0.1,67.6,0.5,0,6.35,Granada,2012/2013
Juanma Ortiz ,42,  D,179,70,5,17,800,0,2,3,0,0.1,74.1,0.4,0,6.34,Granada,2012/2013
Jaime Romero ,33,  M,177,74,2,9,246,0,1,2,0,0.6,72.7,0.5,0,6.32,Granada,2012/2013
Aranda ,43,  FW,186,82,9,8,865,1,1,4,0,1,72.9,1,0,6.28,Granada,2012/2013
Hassan Yebda ,39,  M,187,77,0,2,43,0,0,0,0,0,52.9,1,0,6.13,Granada,2012/2013
Moises Hurtado ,43,  D,185,84,1,0,48,0,0,1,0,0,93.3,1,0,6.07,Granada,2012/2013
Darwin Machis ,31,  AM,170,68,0,4,40,0,0,0,0,0.5,66.7,0.3,0,6.04,Granada,2012/2013
Emiliano Armenteros ,38,  AM,179,78,30,0,2629,3,5,11,1,2.5,70.4,1.8,3,7.34,Osasuna,2012/2013
Damia ,41,  D,188,79,29,0,2482,0,1,15,0,0.4,72.3,3.5,2,7.33,Osasuna,2012/2013
Francisco Silva ,38,  D,178,80,14,2,1303,1,1,3,1,1.1,79.6,1.6,0,7.11,Osasuna,2012/2013
Alejandro Arribas ,34,  D,182,76,32,2,2746,2,0,10,3,0.6,69.2,2.7,2,7.01,Osasuna,2012/2013
Miguel Flano ,39,  D,177,70,22,0,1915,0,0,5,0,0.1,76.2,2.5,0,6.96,Osasuna,2012/2013
Oier Sanjurjo ,37,  D,178,72,25,6,2306,0,0,11,0,1.1,68.4,2.4,0,6.92,Osasuna,2012/2013
Raoul Loe ,35,  M,192,83,18,5,1568,2,1,3,0,0.6,69.5,3.9,1,6.92,Osasuna,2012/2013
Lolo ,39,  D,182,72,17,5,1606,1,2,6,0,1,67,2.6,2,6.91,Osasuna,2012/2013
Miguel De las Cuevas ,37,  M,175,69,15,1,1143,1,1,1,0,1.6,74.1,1.2,0,6.91,Osasuna,2012/2013
Alvaro Cejudo ,40,  M,179,74,25,7,2010,3,5,3,0,2.1,65.7,0.8,1,6.87,Osasuna,2012/2013
Andres Fernandez ,37,  GK,187,82,37,0,3330,0,0,2,0,0,43.3,0.4,2,6.84,Osasuna,2012/2013
Marc Bertran ,41,  D,181,78,20,3,1854,0,0,8,0,0.3,70.2,1.1,0,6.83,Osasuna,2012/2013
Ruben Gonzalez ,42,  D,187,77,15,1,1327,0,0,5,1,0.4,65.6,3,0,6.83,Osasuna,2012/2013
Sisi ,37,  AM,169,67,11,0,794,0,0,3,0,1.3,75,0.8,0,6.81,Osasuna,2012/2013
David Timor ,34,  D,185,80,10,6,930,1,3,2,1,1.4,76.8,2.6,0,6.78,Osasuna,2012/2013
Kike Sola ,38,  FW,184,78,24,7,2062,9,1,3,0,1.4,57.2,2.8,1,6.68,Osasuna,2012/2013
Anthony Annan ,37,  DMC,175,64,5,1,386,0,0,1,0,0.2,84.3,1.8,0,6.65,Osasuna,2012/2013
Roland Lamah ,36,  M,180,71,7,8,774,2,2,2,0,1.1,67.4,1.1,0,6.59,Osasuna,2012/2013
Nano ,41,  D,186,80,13,1,1121,0,0,4,1,0.4,65.9,1.7,0,6.56,Osasuna,2012/2013
Francisco Punal ,48,  M,179,73,13,9,1376,1,1,5,1,0.4,74.1,1.1,0,6.54,Osasuna,2012/2013
Roberto Torres ,35,  AM,178,72,1,4,170,1,0,0,0,1.6,65.6,0.2,0,6.49,Osasuna,2012/2013
Unai Garcia ,32,  D,186,81,1,0,90,0,0,1,0,0,73.1,1,0,6.4,Osasuna,2012/2013
Echaide ,36,  Defender,179,77,1,0,60,0,0,0,0,0,41.7,2,0,6.38,Osasuna,2012/2013
Nino ,43,  AM,169,68,17,8,1613,3,1,1,0,1.4,75.8,1,0,6.34,Osasuna,2012/2013
Manuel Onwu ,36,  Forward,187,75,0,6,131,1,1,0,0,1,53.8,0.5,0,6.33,Osasuna,2012/2013
Masoud Shojaei ,39,  M,187,78,2,12,375,1,0,2,0,0.9,64.3,0.7,0,6.27,Osasuna,2012/2013
Asier Riesgo ,40,  GK,185,76,2,0,165,0,0,1,0,0,40.9,0,0,6.23,Osasuna,2012/2013
Ricardo ,52,  GK,187,88,0,1,16,0,0,0,0,0,100,0,0,6.18,Osasuna,2012/2013
Joseba Llorente ,44,  FW,184,72,10,14,931,1,0,2,1,1.1,67.1,0.7,0,6.14,Osasuna,2012/2013
Maikel Mesa ,32,  Midfielder,188,79,0,1,12,0,0,0,0,0,87.5,1,0,6.11,Osasuna,2012/2013
Hugo Mallo ,32,  D,173,69,17,0,1530,0,0,3,0,0.6,73.7,1.1,1,7.25,Celta Vigo,2012/2013
Iago Aspas ,36,  AM,176,67,34,0,2818,12,7,4,1,3,77.3,0.7,5,7.14,Celta Vigo,2012/2013
Ruben Blanco ,28,  GK,188,70,1,1,135,0,0,0,0,0,32.6,0.5,0,6.99,Celta Vigo,2012/2013
Borja Oubina ,41,  DMC,179,75,36,0,3232,1,0,9,0,0.6,82.3,1.5,0,6.94,Celta Vigo,2012/2013
Gustavo Cabral ,38,  D,182,80,26,1,2242,2,0,9,2,0.4,81.2,2.6,1,6.93,Celta Vigo,2012/2013
Augusto Fernandez ,37,  M,177,73,36,0,2900,6,5,8,1,1.6,78.5,1,0,6.9,Celta Vigo,2012/2013
Roberto Lago ,38,  D,178,70,32,2,2826,0,3,11,0,0.4,78.5,0.8,0,6.9,Celta Vigo,2012/2013
Jonny Otto ,30,  D,175,70,19,0,1628,0,0,5,0,0.2,71.5,1.7,0,6.84,Celta Vigo,2012/2013
Vadim Demidov ,37,  D,185,80,12,0,1022,0,0,2,0,0.3,73.8,1.4,0,6.83,Celta Vigo,2012/2013
Andres Tunez ,37,  D,187,83,30,0,2700,0,0,5,0,0.3,75.2,1.5,2,6.8,Celta Vigo,2012/2013
Sergio Alvarez ,37,  GK,180,75,2,0,180,0,0,0,0,0,64.3,1,0,6.74,Celta Vigo,2012/2013
Javi Varas ,41,  GK,182,74,35,0,3106,0,0,4,0,0,50,0.4,2,6.73,Celta Vigo,2012/2013
Alex Lopez ,36,  M,177,71,30,3,2472,2,1,5,0,1.6,86.8,0.5,0,6.72,Celta Vigo,2012/2013
Carlos Bellvis ,38,  D,170,65,8,5,816,0,0,1,0,0.2,77.6,1.2,0,6.71,Celta Vigo,2012/2013
Michael Krohn,0,  M,171,70,32,2,2823,1,6,7,0,1.3,82.2,0.3,2,6.7,Celta Vigo,2012/2013
Samuel ,38,  Defender,186,83,0,1,35,0,0,0,0,0,57.1,2,0,6.7,Celta Vigo,2012/2013
Jonathan Vila ,38,  D,186,78,10,4,1008,0,0,5,0,0.4,81.5,0.7,0,6.64,Celta Vigo,2012/2013
Santi Mina ,28,  AM,185,79,0,1,31,0,0,0,0,1,75,0,0,6.6,Celta Vigo,2012/2013
Natxo Insa ,37,  DMC,178,68,14,4,1144,2,0,6,0,0.7,77,0.6,1,6.47,Celta Vigo,2012/2013
Mario Bermejo ,45,  AM,180,78,16,17,1610,5,0,4,0,1.1,65.5,2.6,1,6.45,Celta Vigo,2012/2013
Fabian Orellana ,38,  AM,170,64,7,7,691,0,3,2,0,0.9,71.5,0.4,0,6.4,Celta Vigo,2012/2013
Park Chu,0,  FW,182,75,8,14,746,3,0,3,0,1.1,67.4,1.8,0,6.39,Celta Vigo,2012/2013
Enrique De Lucas ,45,  Midfielder,174,68,6,18,718,3,0,1,0,1,69.2,0.4,0,6.39,Celta Vigo,2012/2013
Cristian Bustos ,40,  Midfielder,176,75,2,5,215,0,0,1,0,0,89.7,0.1,0,6.29,Celta Vigo,2012/2013
Danijel Pranjic ,42,  D,171,70,4,6,435,0,0,0,0,0.5,84.5,0.1,0,6.26,Celta Vigo,2012/2013
Levy Madinda ,31,  M,182,77,1,4,158,0,0,0,0,0.2,79.5,0.2,0,6.22,Celta Vigo,2012/2013
Toni Dovale ,33,  D,173,70,0,14,243,0,1,2,0,0.3,80.7,0.1,0,6.21,Celta Vigo,2012/2013
Joan Tomas ,38,  Midfielder,167,70,0,3,23,0,0,0,0,0.3,79.2,0,0,6.05,Celta Vigo,2012/2013
Geromel ,38,  D,187,83,29,1,2613,1,0,11,0,0.4,79.1,2.2,4,7.22,Mallorca,2012/2013
Giovani dos Santos ,34,  AM,174,71,27,2,2395,6,7,4,0,2.4,81.9,0.1,4,7.05,Mallorca,2012/2013
Victor Casadesus ,39,  AM,180,79,31,2,2623,8,5,7,0,2.1,69.9,3.2,1,6.99,Mallorca,2012/2013
Tomas Pina ,36,  M,184,78,34,2,2886,0,1,9,0,0.6,77.9,1.9,0,6.89,Mallorca,2012/2013
Tomer Hemed ,36,  FW,186,80,28,9,2396,11,1,4,0,2.6,67.1,4,2,6.83,Mallorca,2012/2013
Antonio Luna ,32,  D,178,68,11,0,929,0,0,3,1,0.2,73,0.8,0,6.7,Mallorca,2012/2013
Javi Marquez ,37,  M,174,71,19,6,1576,3,2,7,1,1.2,72.9,0.8,1,6.69,Mallorca,2012/2013
Juan Calatayud ,44,  GK,191,84,3,0,270,0,0,0,0,0,52.4,0,0,6.69,Mallorca,2012/2013
Kevin Martin ,34,  D,178,74,8,3,817,1,1,2,0,0.4,67.4,0.9,0,6.68,Mallorca,2012/2013
Pedro Bigas ,33,  D,181,83,24,0,2062,1,1,7,0,0.4,73.3,1.5,0,6.65,Mallorca,2012/2013
Antonio Lopez ,42,  D,173,65,7,1,661,0,0,3,0,0.1,67.6,1.5,0,6.65,Mallorca,2012/2013
Dudu Aouate ,46,  GK,188,84,35,0,3122,0,1,2,0,0,46.5,0.5,0,6.62,Mallorca,2012/2013
Marti ,48,  M,180,74,18,11,1758,1,1,9,0,0.6,74.4,0.4,0,6.62,Mallorca,2012/2013
Emilio Nsue ,34,  D,182,77,25,7,2162,2,3,2,1,0.8,74.4,1.6,0,6.58,Mallorca,2012/2013
Alan Hutton ,39,  D,185,72,17,0,1486,0,0,4,0,0.5,68.8,1.6,0,6.56,Mallorca,2012/2013
Ximo Navarro ,34,  D,176,75,13,3,999,0,0,2,2,0.3,70.9,0.6,0,6.55,Mallorca,2012/2013
Ruben Mino ,35,  Goalkeeper,191,86,0,1,28,0,0,0,0,0,62.5,0,0,6.52,Mallorca,2012/2013
Alejandro Alfaro ,37,  M,175,72,13,14,1306,6,2,1,0,1.3,80.2,0.7,1,6.5,Mallorca,2012/2013
Anderson Conceicao ,34,  D,188,81,14,2,1241,0,0,1,0,0.3,65.9,1.9,1,6.5,Mallorca,2012/2013
Fernando Tissone ,37,  M,180,77,12,3,1091,0,0,3,0,0.5,74.7,0.8,0,6.48,Mallorca,2012/2013
Joao Victor ,35,  D,181,75,2,5,274,0,0,1,0,0.4,67.1,0.1,0,6.48,Mallorca,2012/2013
Michael Pereira ,36,  M,187,80,17,8,1438,1,0,6,0,1.4,71.8,0.7,0,6.45,Mallorca,2012/2013
Jose Nunes ,47,  D,185,82,21,2,1969,0,0,3,1,0.5,78.1,2,0,6.45,Mallorca,2012/2013
Javier Arizmendi ,40,  M,189,76,5,16,800,2,1,5,0,0.7,61,1.3,0,6.34,Mallorca,2012/2013
Marc Fernandez ,33,  Forward,179,79,0,6,106,0,0,0,0,0.7,60.9,0,0,6.12,Mallorca,2012/2013
Alvaro Gimenez ,32,  FW,183,83,0,1,10,0,0,0,0,0,100,0,0,6.02,Mallorca,2012/2013
Charlie Took ,30,  Defender,184,80,0,1,13,0,0,0,0,0,100,0,0,6.02,Mallorca,2012/2013
Brandon Thomas ,29,  FW,173,71,0,1,17,0,0,1,0,0,100,0,0,5.92,Mallorca,2012/2013
Andreu Fontas ,34,  D,188,91,5,4,370,0,0,1,1,0.1,81.3,0.9,0,5.88,Mallorca,2012/2013
Pizzi ,34,  M,177,71,35,0,3093,8,6,5,1,2.5,80.9,0.3,2,7.15,Deportivo La Coruna,2012/2013
Abel Aguilar ,39,  M,185,82,27,1,2414,3,3,12,1,1.5,81.7,2.5,0,7.08,Deportivo La Coruna,2012/2013
German Lux ,41,  GK,185,79,3,1,315,0,0,0,0,0,50.9,0.3,0,6.99,Deportivo La Coruna,2012/2013
Aythami Artiles ,37,  D,184,79,24,2,2174,0,1,10,0,0.5,80.6,2.1,2,6.98,Deportivo La Coruna,2012/2013
Manuel Pablo ,48,  D,177,73,24,0,2112,0,2,5,1,0.1,80.6,1.2,0,6.96,Deportivo La Coruna,2012/2013
Riki ,43,  AM,187,84,36,0,2728,13,0,5,0,3.4,74,2.5,2,6.92,Deportivo La Coruna,2012/2013
Laure ,38,  D,171,68,10,1,945,0,1,4,0,0.2,84.8,0.5,0,6.88,Deportivo La Coruna,2012/2013
Silvio ,36,  D,178,72,16,1,1346,2,0,1,1,1,80.5,1.6,1,6.86,Deportivo La Coruna,2012/2013
Carlos Marchena ,44,  D,183,79,22,0,1855,2,0,7,1,0.5,80.5,0.5,1,6.84,Deportivo La Coruna,2012/2013
Bruno Gama ,36,  AM,175,73,38,0,3154,6,6,4,0,1.5,79.9,0.3,2,6.83,Deportivo La Coruna,2012/2013
Alex Bergantinos ,38,  M,177,72,22,7,2058,1,1,4,0,0.9,80.4,1.5,2,6.81,Deportivo La Coruna,2012/2013
Juan Dominguez ,34,  M,181,71,21,3,1871,1,0,4,0,0.5,88.7,0.6,0,6.73,Deportivo La Coruna,2012/2013
Ze Castro ,41,  D,183,76,20,4,1787,0,0,4,0,0.5,79.8,1.5,0,6.65,Deportivo La Coruna,2012/2013
Juan Carlos Valeron ,48,  AM,180,72,28,5,2283,1,8,2,0,0.4,82.7,1.1,0,6.62,Deportivo La Coruna,2012/2013
Daniel Aranzubia ,44,  GK,184,80,35,0,3087,0,0,3,1,0,46.2,0.3,1,6.59,Deportivo La Coruna,2012/2013
Kaka ,42,  D,186,74,5,1,434,0,0,0,0,0.2,87.8,1,0,6.53,Deportivo La Coruna,2012/2013
Paulo Assuncao ,44,  M,173,70,7,2,622,0,0,2,1,0.1,77.6,0.4,0,6.53,Deportivo La Coruna,2012/2013
Jesus Vazquez ,44,  Midfielder,182,78,2,3,174,0,0,1,0,0.4,66,0.2,0,6.41,Deportivo La Coruna,2012/2013
Ayoze Diaz ,41,  D,175,75,11,3,1002,0,0,4,0,0.8,72.7,0.4,0,6.41,Deportivo La Coruna,2012/2013
Evaldo ,41,  D,184,84,14,1,1209,0,1,4,1,0.3,79,0.9,0,6.34,Deportivo La Coruna,2012/2013
Diogo Salomao ,35,  AM,175,68,2,12,427,2,0,1,0,1.1,73.7,0.1,0,6.33,Deportivo La Coruna,2012/2013
Nelson Oliveira ,32,  FW,186,81,2,28,842,4,0,5,0,1.8,75.2,0.3,0,6.32,Deportivo La Coruna,2012/2013
Andre Santos ,35,  M,178,72,4,9,336,0,0,3,0,0.5,84,0.4,0,6.23,Deportivo La Coruna,2012/2013
Rodolfo Bodipo ,46,  FW,181,80,0,6,79,1,0,0,0,0.8,76.9,0.3,0,6.16,Deportivo La Coruna,2012/2013
Javier Camunas ,43,  AM,173,71,4,19,645,1,0,5,0,0.3,78,0.2,0,6.15,Deportivo La Coruna,2012/2013
Roderick Miranda ,32,  D,191,85,3,0,243,0,0,0,0,0,84,0.3,0,6.09,Deportivo La Coruna,2012/2013
Pablo Insua ,30,  D,187,80,2,1,190,0,0,0,0,0,93,0.3,0,5.75,Deportivo La Coruna,2012/2013
Tiago Pinto ,36,  D,177,75,1,0,90,0,0,1,0,0,70.6,0,0,5.47,Deportivo La Coruna,2012/2013
Maurizio Lanzaro ,42,  D,183,80,0,1,59,0,0,1,0,0,68.4,3,0,7.18,Real Zaragoza,2012/2013
Abraham Minero ,38,  D,175,71,35,0,3126,0,2,12,1,0.2,71.8,1.3,2,7.01,Real Zaragoza,2012/2013
Apono ,40,  M,173,72,29,3,2558,9,4,9,0,1.7,79,0.7,3,6.99,Real Zaragoza,2012/2013
Raul Goni ,35,  D,186,82,4,0,316,0,0,1,0,0.3,73.6,2.8,0,6.9,Real Zaragoza,2012/2013
Alvaro Gonzalez ,34,  D,178,72,33,0,2942,1,0,12,2,0.6,70.2,2.3,0,6.85,Real Zaragoza,2012/2013
Paco Montanes ,37,  AM,173,75,38,0,3253,5,1,3,0,1.4,78.9,0.7,1,6.84,Real Zaragoza,2012/2013
Cristian Sapunaru ,39,  D,187,81,29,0,2556,2,0,18,1,0.4,75,1.6,2,6.81,Real Zaragoza,2012/2013
Helder Postiga ,41,  FW,180,76,36,1,3164,14,0,7,0,3.1,67.6,3.1,2,6.77,Real Zaragoza,2012/2013
Adam Pinter ,35,  D,191,76,16,2,1358,0,0,5,0,0.7,75.2,1.6,0,6.72,Real Zaragoza,2012/2013
Glenn Loovens ,40,  D,190,83,21,0,1692,0,0,6,2,0.4,79,1.9,1,6.72,Real Zaragoza,2012/2013
Roberto Jimenez ,38,  GK,192,94,33,0,2970,0,0,3,0,0,39.3,0.5,1,6.69,Real Zaragoza,2012/2013
Jose Mari Martin ,36,  DMC,180,69,16,8,1464,0,0,10,1,0.9,76.3,2,1,6.69,Real Zaragoza,2012/2013
Victor Rodriguez ,34,  AM,170,70,26,7,2111,1,7,3,0,1.3,81.3,0.3,1,6.65,Real Zaragoza,2012/2013
Ruben Rochina ,32,  M,182,76,5,10,633,1,0,1,0,2.4,72.4,0.2,0,6.64,Real Zaragoza,2012/2013
Jose Fernandez ,34,  D,168,66,7,4,702,0,1,1,0,0.1,74.5,0.5,1,6.58,Real Zaragoza,2012/2013
Franco Zuculini ,33,  M,176,70,13,3,925,1,0,1,0,0.9,73.4,0.4,0,6.57,Real Zaragoza,2012/2013
Javier Paredes ,41,  D,175,73,17,4,1610,0,0,7,0,0.1,75,2.1,0,6.52,Real Zaragoza,2012/2013
Jose Maria Movilla ,49,  M,170,71,24,6,2108,0,3,10,0,0.3,80.3,0.4,0,6.5,Real Zaragoza,2012/2013
Ivan Obradovic ,35,  D,181,74,1,0,73,0,0,0,0,0,85.7,1,0,6.5,Real Zaragoza,2012/2013
Pablo Alcolea ,34,  Goalkeeper,184,78,1,1,101,0,0,1,0,0,55.6,1,0,6.43,Real Zaragoza,2012/2013
Rodri Rios ,33,  AM,175,74,8,4,640,2,0,3,0,1.2,71.8,1,0,6.4,Real Zaragoza,2012/2013
Romaric ,40,  D,187,88,7,5,473,0,1,0,1,0.8,77.7,1.8,0,6.35,Real Zaragoza,2012/2013
Jorge Orti ,30,  Forward,180,74,1,5,170,0,0,0,0,0.3,69.2,0.7,0,6.3,Real Zaragoza,2012/2013
Aranda ,43,  FW,186,82,2,9,412,0,0,0,0,0.7,72.9,0.5,0,6.26,Real Zaragoza,2012/2013
Lucas Wilchez ,40,  AM,172,70,1,4,117,0,0,0,0,0.2,85.3,0.4,0,6.23,Real Zaragoza,2012/2013
Tarsi Aguado ,29,  Midfielder,179,70,0,1,62,0,0,0,0,0,78.9,0,0,6.21,Real Zaragoza,2012/2013
Stefan Babovic ,37,  AM,180,77,3,6,370,0,0,1,0,0.2,78.2,1,0,6.19,Real Zaragoza,2012/2013
Henri Bienvenu ,35,  Forward,181,78,1,8,233,0,1,2,0,0.4,60.8,1.1,0,6.18,Real Zaragoza,2012/2013
Eduardo Oriol ,37,  M,177,72,8,11,775,0,0,1,0,0.5,80.8,0.5,0,6.17,Real Zaragoza,2012/2013
Javi alamo ,35,  Forward,190,84,0,7,64,0,0,0,0,0.3,37.5,0.1,0,6.08,Real Zaragoza,2012/2013
Leo Franco ,46,  GK,188,79,4,0,347,0,0,1,1,0,41.7,0,0,6.06,Real Zaragoza,2012/2013
Adria Carmona ,32,  Forward,172,70,0,3,52,0,0,1,0,0,66.7,0,0,6,Real Zaragoza,2012/2013
Hector Hernandez ,32,  D,171,69,1,0,24,0,0,0,1,0,85.7,0,0,5.4,Real Zaragoza,2012/2013
Gabi ,40,  M,180,74,35,1,3119,3,8,11,0,1,79.4,1.1,2,7.58,Atletico Madrid,2013/2014
Tiago ,42,  M,184,75,21,1,1866,2,1,8,0,1.1,81.4,2.5,2,7.49,Atletico Madrid,2013/2014
Diego Godin ,38,  D,187,78,34,0,3060,4,1,11,0,0.5,78.7,2.9,4,7.44,Atletico Madrid,2013/2014
Diego Costa ,35,  FW,188,83,34,1,2965,27,3,7,0,3.1,75.5,1.4,6,7.4,Atletico Madrid,2013/2014
Koke ,32,  M,176,77,33,3,2818,6,13,5,0,1.1,80.6,0.9,5,7.39,Atletico Madrid,2013/2014
Javier Manquillo ,29,  D,178,76,3,0,270,0,0,1,0,0.3,72.6,3.7,0,7.3,Atletico Madrid,2013/2014
Filipe Luis ,38,  D,181,77,32,0,2879,0,2,6,1,0.4,80.2,0.7,0,7.25,Atletico Madrid,2013/2014
Miranda ,39,  D,186,78,32,0,2880,2,1,5,0,0.4,79.5,2,1,7.15,Atletico Madrid,2013/2014
Juanfran ,39,  D,181,71,35,0,3150,0,4,6,1,0.2,79,0.8,0,7.06,Atletico Madrid,2013/2014
Raul Garcia ,37,  M,184,83,18,16,1710,9,3,9,0,1.8,51.9,3.6,3,6.97,Atletico Madrid,2013/2014
Arda Turan ,37,  AM,177,76,22,8,1932,3,4,8,0,1.1,83,0.7,2,6.96,Atletico Madrid,2013/2014
Mario Suarez ,37,  D,188,80,16,1,1362,0,0,5,0,0.6,83.2,1.6,0,6.89,Atletico Madrid,2013/2014
Toby Alderweireld ,35,  D,186,81,10,2,906,1,0,0,0,0.4,76.9,1.6,0,6.87,Atletico Madrid,2013/2014
David Villa ,42,  AM,175,69,32,4,2431,13,4,3,0,2.1,68.5,0.6,2,6.85,Atletico Madrid,2013/2014
Jose Sosa ,38,  M,179,72,4,10,433,0,5,0,0,0.4,68.1,0.8,0,6.82,Atletico Madrid,2013/2014
Emiliano Insua ,35,  D,180,79,5,1,451,0,0,0,0,0.5,79.7,0.5,0,6.77,Atletico Madrid,2013/2014
Diego ,39,  M,174,78,4,9,510,1,1,2,0,1.6,85.2,0.2,0,6.74,Atletico Madrid,2013/2014
Thibaut Courtois ,31,  GK,200,96,37,0,3330,0,0,3,0,0,55,0.3,0,6.73,Atletico Madrid,2013/2014
Oliver Torres,29,  M,178,70,2,5,214,1,0,1,0,0.3,79.3,0.3,0,6.7,Atletico Madrid,2013/2014
Jose Gimenez ,29,  D,185,77,1,0,90,0,0,0,0,2,75,3,0,6.67,Atletico Madrid,2013/2014
Adrian Lopez ,36,  M,183,73,4,17,691,1,3,0,0,0.5,68.9,0.9,0,6.41,Atletico Madrid,2013/2014
Leo Baptistao ,31,  AM,185,72,1,4,114,0,1,0,0,0.6,86.4,0.6,0,6.36,Atletico Madrid,2013/2014
Cristian Rodriguez ,38,  AM,177,92,2,18,326,1,1,2,0,0.4,80.9,0.5,0,6.36,Atletico Madrid,2013/2014
Josuha Guilavogui ,33,  D,188,77,0,1,1,0,0,0,0,0,0,0,0,6.08,Atletico Madrid,2013/2014
Daniel Aranzubia ,44,  GK,184,80,1,0,84,0,0,0,1,0,90.9,0,0,3.89,Atletico Madrid,2013/2014
Lionel Messi ,36,  AM,170,72,29,2,2508,27,11,2,0,5,84.9,0.2,13,8.34,Barcelona,2013/2014
Alexis Sanchez ,35,  M,169,62,27,7,2386,19,10,2,0,1.9,79.8,0.7,3,7.54,Barcelona,2013/2014
Neymar ,32,  AM,175,68,19,7,1742,9,8,6,0,2.6,84.5,0.5,4,7.51,Barcelona,2013/2014
Gerard Pique ,37,  D,194,85,26,0,2311,2,0,5,0,0.8,90.2,3.8,3,7.49,Barcelona,2013/2014
Carles Puyol ,45,  D,178,80,5,0,429,1,0,0,0,0.2,92.3,2.6,0,7.46,Barcelona,2013/2014
Dani Alves ,40,  D,172,70,26,1,2388,2,3,6,0,1.1,87.3,1.2,0,7.44,Barcelona,2013/2014
Marc Bartra ,33,  D,184,70,17,3,1590,1,1,3,0,0.4,89.9,2.2,0,7.39,Barcelona,2013/2014
Andres Iniesta ,39,  M,171,68,27,8,2487,3,7,0,0,1.2,90.7,0.1,1,7.34,Barcelona,2013/2014
Cesc Fabregas ,36,  M,180,77,28,7,2446,8,12,4,0,1.4,87,0.5,1,7.32,Barcelona,2013/2014
Adriano ,39,  D,172,75,24,2,2119,3,1,8,0,1.3,89.4,1.6,2,7.26,Barcelona,2013/2014
Sergio Busquets ,35,  DMC,189,74,30,2,2656,1,1,11,0,0.3,92.5,1.7,0,7.21,Barcelona,2013/2014
Javier Mascherano ,39,  D,174,73,27,1,2367,0,0,9,0,0.1,88.9,1.2,0,7.14,Barcelona,2013/2014
Martin Montoya ,32,  D,175,73,12,1,1122,0,2,0,0,0.6,87.5,2.5,0,7.14,Barcelona,2013/2014
Pedro ,36,  M,169,65,28,9,2367,15,8,3,0,1.9,84.5,0.2,2,7.13,Barcelona,2013/2014
Jordi Alba ,34,  D,170,68,14,1,1202,0,2,5,1,0.3,89.4,1.1,0,7.08,Barcelona,2013/2014
Xavi ,44,  DMC,170,68,26,4,2256,3,2,0,0,1.1,93,0.2,0,7.06,Barcelona,2013/2014
Victor Valdes ,42,  GK,183,78,26,0,2278,0,0,2,0,0,61.7,0.3,0,6.94,Barcelona,2013/2014
Alexandre Song ,36,  M,185,74,12,7,1123,0,0,2,0,0.2,91.7,1.3,0,6.85,Barcelona,2013/2014
Pinto ,48,  GK,185,82,13,1,1236,0,0,1,0,0,71.4,0.4,0,6.76,Barcelona,2013/2014
Adama Traore ,28,  M,178,86,0,1,7,0,0,0,0,1,75,0,0,6.62,Barcelona,2013/2014
Cristian Tello ,32,  M,178,65,2,19,380,1,2,0,0,1,83.6,0,0,6.32,Barcelona,2013/2014
Sergi Roberto ,32,  D,178,68,1,15,275,0,0,0,0,0.3,89.2,0.4,0,6.19,Barcelona,2013/2014
Jonathan dos Santos ,33,  M,172,74,0,3,17,0,0,0,0,0,92.9,0,0,6.09,Barcelona,2013/2014
Jean Marie Dongou ,28,  Forward,182,76,0,1,6,0,0,0,0,0,100,0,0,6.07,Barcelona,2013/2014
Ibrahim Afellay ,37,  M,180,76,0,1,3,0,0,0,0,0,100,0,0,6.06,Barcelona,2013/2014
Cristiano Ronaldo ,39,  M,187,83,30,0,2545,31,9,4,1,7.2,80.2,1.8,10,8.27,Real Madrid,2013/2014
Gareth Bale ,34,  M,186,81,24,3,2073,15,12,3,0,3.3,76.3,1.1,5,7.75,Real Madrid,2013/2014
Sergio Ramos ,37,  D,184,82,32,0,2759,4,1,10,2,1.3,88.8,4.3,6,7.47,Real Madrid,2013/2014
